ticket_id,order_id,created_date,category,channel,agent,first_response_hours,resolution_hours,sla_hours,sla_breached,sentiment,status
TKT000043,ORD000359,2025-04-10,where_is_my_order,email,Aylin,30.5,32.5,48,False,positive,closed
TKT000044,ORD000361,2025-06-24,damaged_item,email,Noor,17.7,39.7,24,False,negative,closed
TKT000045,ORD000363,2025-02-04,where_is_my_order,social,Noor,36.4,70.9,48,False,neutral,closed
TKT000046,ORD000368,2025-05-12,product_question,email,Layla,21.3,54.1,48,False,neutral,closed
TKT000047,ORD000369,2025-03-14,where_is_my_order,chat,Aylin,32.8,77.2,48,False,positive,open
TKT000048,ORD000384,2025-04-08,where_is_my_order,email,Sara,17.6,54.1,48,False,negative,closed
TKT000049,ORD000393,2025-04-28,cancel_order,chat,Aylin,36.8,53.0,24,True,negative,closed
TKT000050,ORD000396,2025-03-27,where_is_my_order,email,Zehra,20.6,38.2,48,False,negative,closed
TKT000051,ORD000400,2025-03-25,where_is_my_order,email,Aylin,44.1,62.8,48,False,positive,closed
TKT000052,ORD000420,2025-06-26,cancel_order,email,Noor,10.3,32.3,24,False,positive,closed
TKT000053,ORD000425,2025-04-27,where_is_my_order,chat,Zehra,33.2,69.1,48,False,positive,closed
TKT000054,ORD000430,2025-06-07,address_change,sms,Noor,14.5,39.3,48,False,positive,closed
TKT000055,ORD000438,2025-04-04,where_is_my_order,chat,Zehra,5.2,11.4,48,False,negative,closed
TKT000056,ORD000440,2025-04-29,where_is_my_order,chat,Zehra,25.8,42.0,48,False,neutral,closed
TKT000057,ORD000441,2025-06-11,cancel_order,chat,Maya,31.9,66.3,24,True,negative,closed
TKT000058,ORD000451,2025-01-14,product_question,email,Layla,10.6,18.5,48,False,neutral,closed
TKT000059,ORD000457,2025-07-04,product_question,email,Zehra,15.8,36.3,48,False,neutral,closed
TKT000060,ORD000462,2025-02-01,cancel_order,email,Zehra,25.6,85.8,24,True,negative,closed
TKT000061,ORD000466,2025-05-16,return_request,email,Layla,13.1,32.4,48,False,neutral,closed
TKT000062,ORD000471,2025-03-19,where_is_my_order,chat,Noor,16.6,64.2,48,False,neutral,closed
TKT000063,ORD000483,2025-04-21,where_is_my_order,email,Aylin,28.8,35.1,48,False,neutral,open
TKT000064,ORD000498,2025-04-28,cancel_order,sms,Zehra,33.5,74.9,24,True,negative,closed
TKT000065,ORD000502,2025-06-15,product_question,social,Layla,15.4,49.3,48,False,neutral,closed
TKT000066,ORD000504,2025-04-04,where_is_my_order,email,Noor,19.8,24.5,48,False,neutral,closed
TKT000067,ORD000505,2025-04-11,product_question,email,Layla,23.0,60.4,48,False,neutral,closed
TKT000068,ORD000515,2025-03-14,damaged_item,email,Aylin,21.8,50.3,24,False,negative,closed
TKT000069,ORD000517,2025-03-11,return_request,email,Zehra,28.3,60.8,48,False,neutral,closed
TKT000070,ORD000522,2025-03-15,return_request,email,Zehra,17.9,68.9,48,False,neutral,closed
TKT000071,ORD000526,2025-03-18,return_request,email,Sara,25.2,42.7,48,False,negative,open
TKT000072,ORD000544,2025-07-08,where_is_my_order,social,Sara,18.3,30.8,48,False,negative,closed
TKT000073,ORD000546,2025-04-01,damaged_item,social,Zehra,20.6,62.7,24,False,negative,closed
TKT000074,ORD000557,2025-03-04,return_request,social,Maya,27.8,52.1,48,False,neutral,open
TKT000075,ORD000559,2025-04-24,where_is_my_order,social,Zehra,26.2,44.1,48,False,neutral,closed
TKT000076,ORD000569,2025-03-23,product_question,email,Layla,12.4,39.5,48,False,neutral,closed
TKT000077,ORD000570,2025-04-15,cancel_order,chat,Noor,6.9,37.6,24,False,positive,closed
TKT000078,ORD000583,2025-02-02,where_is_my_order,chat,Maya,41.4,67.3,48,False,neutral,closed
TKT000079,ORD000586,2025-05-05,return_request,email,Noor,29.1,35.3,48,False,neutral,closed
TKT000080,ORD000589,2025-02-13,damaged_item,chat,Sara,25.8,60.2,24,True,negative,closed
TKT000081,ORD000611,2025-04-21,return_request,social,Sara,31.1,59.4,48,False,neutral,closed
TKT000082,ORD000615,2025-03-01,where_is_my_order,email,Maya,24.1,54.8,48,False,positive,closed
TKT000083,ORD000618,2025-03-17,where_is_my_order,email,Sara,1.0,27.3,48,False,neutral,closed
TKT000084,ORD000619,2025-02-02,cancel_order,email,Maya,24.1,36.3,24,True,negative,closed
TKT000085,ORD000623,2025-06-29,where_is_my_order,email,Maya,12.7,36.7,48,False,positive,closed
TKT000086,ORD000625,2025-07-08,where_is_my_order,email,Zehra,42.4,47.4,48,False,neutral,closed
TKT000087,ORD000644,2025-02-26,return_request,chat,Zehra,28.1,72.2,48,False,positive,closed
TKT000088,ORD000647,2025-01-08,where_is_my_order,chat,Sara,13.9,31.6,48,False,neutral,closed
TKT000089,ORD000663,2025-02-10,where_is_my_order,social,Maya,16.1,39.3,48,False,neutral,pending
TKT000090,ORD000672,2025-04-23,damaged_item,email,Aylin,12.0,40.9,24,False,negative,closed
TKT000091,ORD000683,2025-01-14,return_request,email,Aylin,23.6,25.6,48,False,neutral,closed
TKT000092,ORD000686,2025-03-09,where_is_my_order,sms,Maya,30.1,43.3,48,False,negative,closed
TKT000093,ORD000687,2025-03-27,where_is_my_order,chat,Sara,9.0,24.3,48,False,positive,closed
TKT000094,ORD000701,2025-02-28,where_is_my_order,social,Layla,13.1,32.9,48,False,negative,closed
TKT000095,ORD000707,2025-06-06,where_is_my_order,social,Zehra,32.0,63.4,48,False,positive,pending
TKT000096,ORD000711,2025-07-06,return_request,email,Aylin,20.9,50.9,48,False,negative,closed
TKT000097,ORD000722,2025-03-25,address_change,chat,Sara,25.7,51.3,48,False,positive,closed
TKT000098,ORD000727,2025-02-28,damaged_item,chat,Maya,28.8,55.1,24,True,negative,closed
TKT000099,ORD000729,2025-03-31,where_is_my_order,social,Maya,15.6,30.9,48,False,neutral,closed
TKT000100,ORD000737,2025-02-15,product_question,chat,Noor,25.4,60.4,48,False,neutral,closed
TKT000101,ORD000744,2025-01-06,where_is_my_order,chat,Sara,27.0,55.5,48,False,negative,open
TKT000102,ORD000752,2025-03-08,damaged_item,email,Maya,23.0,62.1,24,False,negative,closed
TKT000103,ORD000759,2025-01-16,return_request,chat,Noor,29.3,57.0,48,False,neutral,closed
TKT000104,ORD000762,2025-02-01,where_is_my_order,email,Sara,27.1,77.5,48,False,neutral,closed
TKT000105,ORD000773,2025-04-21,return_request,chat,Maya,24.7,73.6,48,False,neutral,closed
TKT000106,ORD000790,2025-05-02,where_is_my_order,email,Noor,14.3,59.5,48,False,positive,closed
TKT000107,ORD000791,2025-02-15,where_is_my_order,email,Noor,12.3,15.1,48,False,negative,closed
TKT000108,ORD000793,2025-03-11,where_is_my_order,email,Sara,6.1,28.5,48,False,neutral,closed
TKT000109,ORD000798,2025-02-10,address_change,chat,Noor,24.4,56.6,48,False,neutral,closed
TKT000110,ORD000803,2025-06-22,return_request,chat,Aylin,24.6,35.5,48,False,positive,closed
TKT000111,ORD000804,2025-04-27,return_request,email,Noor,24.6,63.2,48,False,neutral,closed
TKT000112,ORD000819,2025-05-05,where_is_my_order,email,Maya,29.7,69.6,48,False,neutral,closed
TKT000113,ORD000822,2025-05-01,where_is_my_order,social,Maya,17.8,61.1,48,False,neutral,closed
TKT000114,ORD000841,2025-01-05,return_request,email,Layla,12.5,29.2,48,False,positive,closed
TKT000115,ORD000844,2025-03-27,where_is_my_order,email,Aylin,12.8,24.1,48,False,negative,open
TKT000116,ORD000845,2025-01-29,return_request,social,Layla,28.8,36.2,48,False,neutral,closed
TKT000117,ORD000859,2025-03-21,where_is_my_order,social,Aylin,35.7,73.9,48,False,neutral,closed
TKT000118,ORD000865,2025-02-01,where_is_my_order,email,Sara,43.4,72.9,48,False,neutral,closed
TKT000119,ORD000871,2025-05-23,cancel_order,email,Maya,21.6,54.1,24,False,neutral,closed
TKT000120,ORD000872,2025-01-11,address_change,email,Layla,4.5,25.8,48,False,neutral,closed
TKT000121,ORD000877,2025-03-18,product_question,sms,Layla,20.0,22.0,48,False,neutral,closed
TKT000122,ORD000888,2025-01-28,where_is_my_order,chat,Noor,35.3,71.1,48,False,neutral,closed
TKT000123,ORD000889,2025-02-11,address_change,email,Layla,20.9,43.1,48,False,positive,closed
TKT000124,ORD000902,2025-02-26,damaged_item,sms,Zehra,7.1,45.0,24,False,negative,closed
TKT000125,ORD000914,2025-07-05,where_is_my_order,social,Layla,35.9,62.0,48,False,neutral,open
TKT000126,ORD000925,2025-02-13,where_is_my_order,chat,Sara,1.9,33.2,48,False,positive,closed
TKT000127,ORD000932,2025-03-23,where_is_my_order,email,Maya,7.0,51.2,48,False,neutral,closed
TKT000128,ORD000933,2025-03-28,where_is_my_order,email,Aylin,31.9,44.3,48,False,negative,closed
TKT000129,ORD000951,2025-04-18,product_question,social,Maya,35.3,67.2,48,False,neutral,closed
TKT000130,ORD000953,2025-03-01,return_request,social,Zehra,34.9,59.0,48,False,positive,closed
TKT000131,ORD000982,2025-06-05,product_question,email,Aylin,10.4,34.9,48,False,neutral,closed
TKT000132,ORD000988,2025-01-15,address_change,email,Zehra,24.4,60.4,48,False,positive,closed
TKT000133,ORD000993,2025-06-08,where_is_my_order,chat,Aylin,39.7,63.6,48,False,neutral,closed
TKT000134,ORD001003,2025-01-27,return_request,email,Zehra,36.2,71.6,48,False,negative,closed
TKT000135,ORD001006,2025-03-19,where_is_my_order,email,Noor,1.7,34.8,48,False,neutral,closed
TKT000136,ORD001013,2025-04-02,return_request,social,Layla,33.9,77.1,48,False,neutral,closed
TKT000137,ORD001014,2025-07-04,where_is_my_order,social,Maya,11.9,34.5,48,False,positive,closed
TKT000138,ORD001016,2025-02-11,product_question,social,Maya,39.9,58.2,48,False,neutral,closed
TKT000139,ORD001019,2025-01-20,where_is_my_order,sms,Sara,14.2,50.2,48,False,neutral,closed
TKT000140,ORD001031,2025-04-14,where_is_my_order,email,Zehra,32.1,53.6,48,False,positive,closed
TKT000141,ORD001042,2025-05-09,where_is_my_order,chat,Zehra,33.4,41.2,48,False,neutral,closed
TKT000142,ORD001043,2025-05-11,return_request,chat,Maya,30.7,34.7,48,False,negative,open
TKT000143,ORD001045,2025-01-14,where_is_my_order,email,Noor,18.1,40.2,48,False,neutral,closed
TKT000144,ORD001059,2025-04-13,return_request,sms,Zehra,35.5,64.1,48,False,neutral,closed
TKT000145,ORD001074,2025-06-23,return_request,chat,Layla,17.5,19.5,48,False,negative,closed
TKT000146,ORD001075,2025-06-12,product_question,social,Aylin,19.8,53.2,48,False,neutral,closed
TKT000147,ORD001076,2025-03-11,return_request,chat,Aylin,25.2,52.5,48,False,positive,closed
TKT000148,ORD001077,2025-04-12,damaged_item,chat,Aylin,5.0,23.1,24,False,negative,closed
TKT000149,ORD001088,2025-05-25,where_is_my_order,email,Noor,36.6,62.1,48,False,negative,closed
TKT000150,ORD001095,2025-04-23,product_question,email,Zehra,28.3,56.4,48,False,neutral,closed
TKT000151,ORD001099,2025-06-20,product_question,chat,Layla,12.7,54.3,48,False,neutral,closed
TKT000152,ORD001109,2025-07-09,address_change,email,Aylin,50.5,75.5,48,True,negative,closed
TKT000153,ORD001112,2025-03-31,return_request,chat,Layla,46.5,48.5,48,False,neutral,closed
TKT000154,ORD001115,2025-07-09,where_is_my_order,chat,Maya,32.4,64.4,48,False,positive,closed
TKT000155,ORD001116,2025-01-24,product_question,email,Layla,23.7,54.3,48,False,neutral,closed
TKT000156,ORD001121,2025-05-05,cancel_order,chat,Sara,29.9,70.9,24,True,negative,closed
TKT000157,ORD001122,2025-01-30,return_request,chat,Zehra,33.3,38.6,48,False,neutral,closed
TKT000158,ORD001123,2025-06-15,return_request,chat,Zehra,15.8,43.7,48,False,neutral,closed
TKT000159,ORD001135,2025-07-07,return_request,chat,Aylin,18.4,40.0,48,False,neutral,closed
TKT000160,ORD001136,2025-03-14,cancel_order,sms,Noor,14.8,36.5,24,False,negative,closed
TKT000161,ORD001139,2025-01-19,cancel_order,social,Maya,21.7,41.7,24,False,neutral,closed
TKT000162,ORD001151,2025-01-30,where_is_my_order,social,Noor,12.7,14.7,48,False,negative,closed
TKT000163,ORD001155,2025-04-10,where_is_my_order,email,Zehra,30.5,74.1,48,False,neutral,closed
TKT000164,ORD001157,2025-01-21,where_is_my_order,social,Aylin,25.3,54.7,48,False,positive,closed
TKT000165,ORD001163,2025-06-15,where_is_my_order,chat,Noor,33.3,39.4,48,False,negative,closed
TKT000166,ORD001173,2025-03-04,where_is_my_order,email,Layla,8.7,14.8,48,False,negative,closed
TKT000167,ORD001177,2025-04-01,product_question,social,Noor,22.0,60.7,48,False,neutral,closed
TKT000168,ORD001189,2025-02-04,where_is_my_order,chat,Zehra,13.7,23.0,48,False,positive,closed
TKT000169,ORD001193,2025-06-17,where_is_my_order,chat,Noor,19.5,59.2,48,False,neutral,closed
TKT000170,ORD001195,2025-06-16,where_is_my_order,chat,Noor,7.6,46.9,48,False,neutral,closed
TKT000171,ORD001198,2025-05-09,where_is_my_order,chat,Layla,7.2,40.7,48,False,positive,closed
TKT000172,ORD001199,2025-03-04,address_change,social,Layla,23.0,64.7,48,False,positive,closed
TKT000173,ORD001206,2025-01-16,return_request,chat,Sara,33.4,66.0,48,False,positive,closed
TKT000174,ORD001208,2025-04-08,where_is_my_order,email,Zehra,20.8,69.3,48,False,neutral,open
TKT000175,ORD001215,2025-03-01,where_is_my_order,social,Noor,11.2,41.5,48,False,negative,closed
TKT000176,ORD001217,2025-03-11,product_question,email,Zehra,19.9,37.7,48,False,neutral,closed
TKT000177,ORD001218,2025-04-24,product_question,chat,Layla,13.7,26.8,48,False,neutral,closed
TKT000178,ORD001220,2025-01-19,damaged_item,email,Sara,14.3,46.1,24,False,negative,closed
TKT000179,ORD001227,2025-04-02,where_is_my_order,chat,Noor,29.2,54.9,48,False,positive,closed
TKT000180,ORD001233,2025-02-18,return_request,sms,Noor,32.0,48.7,48,False,neutral,closed
TKT000181,ORD001234,2025-05-15,where_is_my_order,chat,Noor,18.4,34.5,48,False,negative,closed
TKT000182,ORD001236,2025-01-22,damaged_item,chat,Noor,31.0,51.7,24,True,negative,closed
TKT000183,ORD001243,2025-03-18,where_is_my_order,email,Sara,13.4,48.0,48,False,negative,closed
TKT000184,ORD001247,2025-05-01,product_question,email,Layla,7.6,12.0,48,False,neutral,closed
TKT000185,ORD001248,2025-02-20,address_change,chat,Aylin,17.7,38.5,48,False,positive,pending
TKT000186,ORD001253,2025-02-04,where_is_my_order,email,Sara,9.6,33.9,48,False,positive,closed
TKT000187,ORD001271,2025-06-28,cancel_order,email,Zehra,22.6,63.7,24,False,positive,closed
TKT000188,ORD001273,2025-03-23,where_is_my_order,email,Zehra,26.3,35.7,48,False,positive,closed
TKT000189,ORD001284,2025-05-06,return_request,chat,Maya,17.6,29.8,48,False,negative,closed
TKT000190,ORD001287,2025-03-21,where_is_my_order,chat,Sara,18.8,36.1,48,False,positive,closed
TKT000191,ORD001293,2025-04-19,return_request,email,Sara,29.8,45.3,48,False,positive,closed
TKT000192,ORD001296,2025-03-15,address_change,email,Layla,22.4,47.7,48,False,positive,closed
TKT000193,ORD001300,2025-03-22,where_is_my_order,sms,Aylin,28.4,46.9,48,False,positive,closed
TKT000194,ORD001305,2025-06-11,where_is_my_order,email,Sara,13.3,25.2,48,False,positive,open
TKT000195,ORD001306,2025-06-25,address_change,email,Aylin,37.1,52.7,48,False,neutral,closed
TKT000196,ORD001308,2025-05-08,product_question,email,Sara,14.6,31.8,48,False,neutral,closed
TKT000197,ORD001313,2025-04-28,return_request,sms,Layla,33.9,65.6,48,False,positive,closed
TKT000198,ORD001320,2025-06-11,return_request,social,Noor,30.4,39.3,48,False,negative,closed
TKT000199,ORD001324,2025-06-07,address_change,sms,Aylin,14.7,45.1,48,False,positive,closed
TKT000200,ORD001329,2025-03-04,where_is_my_order,chat,Noor,13.0,35.6,48,False,neutral,closed
TKT000201,ORD001334,2025-06-29,where_is_my_order,chat,Layla,21.3,47.2,48,False,neutral,open
TKT000202,ORD001337,2025-02-16,damaged_item,email,Noor,28.9,43.6,24,True,negative,closed
TKT000203,ORD001339,2025-06-18,product_question,chat,Layla,37.0,89.8,48,False,neutral,closed
TKT000204,ORD001343,2025-03-31,where_is_my_order,email,Zehra,16.7,38.5,48,False,positive,closed
TKT000205,ORD001352,2025-06-14,cancel_order,email,Noor,31.2,50.4,24,True,negative,closed
TKT000206,ORD001354,2025-03-03,product_question,sms,Maya,24.5,47.6,48,False,neutral,open
TKT000207,ORD001355,2025-06-18,return_request,chat,Sara,29.4,53.1,48,False,neutral,closed
TKT000208,ORD001360,2025-02-04,return_request,social,Zehra,28.4,83.4,48,False,neutral,closed
TKT000209,ORD001362,2025-03-23,where_is_my_order,chat,Noor,25.6,49.2,48,False,positive,closed
TKT000210,ORD001364,2025-01-16,damaged_item,chat,Sara,16.5,51.7,24,False,negative,closed
TKT000211,ORD001365,2025-04-05,return_request,email,Layla,33.5,35.5,48,False,positive,closed
TKT000212,ORD001387,2025-05-21,return_request,chat,Sara,20.6,29.5,48,False,positive,closed
TKT000213,ORD001388,2025-03-12,return_request,chat,Noor,26.1,50.2,48,False,negative,closed
TKT000214,ORD001428,2025-01-21,return_request,email,Sara,35.0,67.5,48,False,negative,closed
TKT000215,ORD001437,2025-02-18,where_is_my_order,chat,Maya,27.8,44.4,48,False,neutral,closed
TKT000216,ORD001442,2025-01-19,where_is_my_order,sms,Layla,26.4,40.9,48,False,positive,closed
TKT000217,ORD001460,2025-03-15,damaged_item,sms,Aylin,15.7,46.9,24,False,negative,closed
TKT000218,ORD001463,2025-02-12,return_request,email,Zehra,23.4,63.2,48,False,neutral,closed
TKT000219,ORD001474,2025-04-10,product_question,chat,Noor,38.7,74.8,48,False,neutral,closed
TKT000220,ORD001476,2025-04-11,return_request,chat,Aylin,30.2,60.5,48,False,positive,closed
TKT000221,ORD001480,2025-04-07,where_is_my_order,sms,Maya,7.1,34.9,48,False,negative,closed
TKT000222,ORD001486,2025-01-16,address_change,chat,Layla,29.8,67.5,48,False,positive,closed
TKT000223,ORD001495,2025-03-28,where_is_my_order,social,Layla,18.5,40.5,48,False,positive,closed
TKT000224,ORD001510,2025-05-22,return_request,chat,Layla,41.6,64.6,48,False,negative,closed
TKT000225,ORD001517,2025-01-31,where_is_my_order,social,Maya,17.7,38.8,48,False,negative,pending
TKT000226,ORD001518,2025-07-01,where_is_my_order,social,Sara,13.3,20.2,48,False,negative,closed
TKT000227,ORD001519,2025-02-02,return_request,email,Sara,27.8,54.3,48,False,neutral,closed
TKT000228,ORD001521,2025-03-03,product_question,social,Noor,21.0,60.2,48,False,neutral,pending
TKT000229,ORD001524,2025-06-02,return_request,chat,Zehra,30.6,71.9,48,False,neutral,closed
TKT000230,ORD001528,2025-04-08,damaged_item,sms,Layla,28.3,46.4,24,True,negative,closed
TKT000231,ORD001530,2025-02-28,cancel_order,social,Layla,35.7,78.3,24,True,negative,closed
TKT000232,ORD001534,2025-05-23,address_change,email,Noor,22.8,58.5,48,False,neutral,pending
TKT000233,ORD001541,2025-06-10,where_is_my_order,chat,Aylin,45.4,85.1,48,False,positive,closed
TKT000234,ORD001544,2025-02-15,damaged_item,email,Sara,12.3,36.9,24,False,negative,pending
TKT000235,ORD001552,2025-04-01,return_request,sms,Aylin,27.9,57.7,48,False,neutral,closed
TKT000236,ORD001554,2025-03-13,where_is_my_order,chat,Aylin,32.8,43.1,48,False,positive,closed
TKT000237,ORD001555,2025-02-26,where_is_my_order,email,Layla,17.7,52.0,48,False,neutral,closed
TKT000238,ORD001567,2025-01-22,return_request,social,Maya,32.6,56.1,48,False,negative,open
TKT000239,ORD001582,2025-03-11,return_request,chat,Noor,24.9,44.0,48,False,negative,closed
TKT000240,ORD001589,2025-03-08,where_is_my_order,chat,Aylin,33.5,58.7,48,False,neutral,closed
TKT000241,ORD001597,2025-02-15,return_request,email,Sara,23.5,54.1,48,False,neutral,closed
TKT000242,ORD001603,2025-05-17,return_request,chat,Noor,32.3,78.5,48,False,negative,closed
TKT000243,ORD001617,2025-01-03,where_is_my_order,email,Aylin,35.2,70.9,48,False,negative,open
TKT000244,ORD001618,2025-04-25,product_question,email,Layla,37.0,78.8,48,False,neutral,open
TKT000245,ORD001621,2025-02-13,product_question,sms,Aylin,21.1,30.9,48,False,neutral,closed
TKT000246,ORD001622,2025-04-12,return_request,email,Aylin,32.9,65.7,48,False,neutral,closed
TKT000247,ORD001627,2025-03-17,return_request,email,Maya,22.3,44.7,48,False,negative,closed
TKT000248,ORD001629,2025-02-14,return_request,email,Layla,41.7,75.3,48,False,negative,closed
TKT000249,ORD001632,2025-06-17,damaged_item,chat,Noor,7.1,15.0,24,False,negative,closed
TKT000250,ORD001650,2025-06-08,where_is_my_order,email,Layla,25.2,36.7,48,False,neutral,closed
TKT000251,ORD001660,2025-01-13,return_request,email,Zehra,22.7,44.8,48,False,neutral,open
TKT000252,ORD001662,2025-05-07,cancel_order,social,Maya,19.1,31.8,24,False,neutral,open
TKT000253,ORD001685,2025-01-27,damaged_item,email,Aylin,25.4,45.4,24,True,negative,closed
TKT000254,ORD001692,2025-06-21,where_is_my_order,chat,Layla,6.8,55.8,48,False,neutral,closed
TKT000255,ORD001697,2025-02-11,product_question,social,Zehra,1.0,34.8,48,False,neutral,closed
TKT000256,ORD001700,2025-05-19,address_change,email,Maya,24.2,52.3,48,False,neutral,open
TKT000257,ORD001715,2025-03-12,return_request,email,Sara,25.7,69.7,48,False,positive,closed
TKT000258,ORD001717,2025-03-15,address_change,chat,Aylin,13.6,54.0,48,False,neutral,closed
TKT000259,ORD001723,2025-05-14,where_is_my_order,email,Noor,29.6,53.5,48,False,neutral,closed
TKT000260,ORD001726,2025-01-13,return_request,email,Aylin,16.8,50.8,48,False,positive,closed
TKT000261,ORD001746,2025-04-30,where_is_my_order,email,Maya,20.6,47.4,48,False,positive,closed
TKT000262,ORD001750,2025-03-28,damaged_item,sms,Noor,31.0,74.7,24,True,negative,closed
TKT000263,ORD001752,2025-02-17,where_is_my_order,email,Noor,25.1,53.3,48,False,positive,closed
TKT000264,ORD001774,2025-06-23,return_request,chat,Noor,26.6,67.1,48,False,neutral,closed
TKT000265,ORD001782,2025-06-03,where_is_my_order,email,Layla,34.8,52.9,48,False,negative,closed
TKT000266,ORD001786,2025-06-12,damaged_item,email,Maya,10.8,22.7,24,False,negative,closed
TKT000267,ORD001788,2025-05-15,where_is_my_order,social,Aylin,21.2,30.4,48,False,neutral,closed
TKT000268,ORD001797,2025-04-26,return_request,sms,Maya,20.6,38.0,48,False,neutral,closed
TKT000269,ORD001806,2025-05-13,damaged_item,chat,Aylin,15.8,55.1,24,False,negative,closed
TKT000270,ORD001807,2025-01-20,damaged_item,email,Zehra,31.0,70.4,24,True,negative,closed
TKT000271,ORD001808,2025-03-26,where_is_my_order,chat,Layla,23.4,32.7,48,False,negative,closed
TKT000272,ORD001809,2025-03-24,return_request,social,Sara,13.0,41.2,48,False,positive,closed
TKT000273,ORD001814,2025-02-23,return_request,sms,Aylin,22.9,44.2,48,False,neutral,closed
TKT000274,ORD001819,2025-04-04,cancel_order,chat,Zehra,38.3,80.7,24,True,negative,open
TKT000275,ORD001822,2025-04-09,return_request,chat,Maya,50.8,52.8,48,True,negative,closed
TKT000276,ORD001833,2025-04-01,where_is_my_order,social,Maya,36.4,64.2,48,False,positive,closed
TKT000277,ORD001835,2025-02-22,product_question,chat,Zehra,18.7,56.4,48,False,neutral,closed
