order_date,orders,late_rate,return_rate,tickets,sla_breaches,expected_ticket_volume,backlog_risk_score,risk_level
2025-02-21,53,0.05660377358490566,0.05660377358490566,4.0,0.0,10.0,3.8,Low
2025-02-22,47,0.0425531914893617,0.0425531914893617,3.0,0.0,8.0,2.8,Low
2025-02-23,40,0.1,0.075,5.0,2.0,9.0,9.4,Low
2025-02-24,53,0.05660377358490566,0.03773584905660377,4.0,0.0,9.0,3.8,Low
2025-02-25,43,0.09302325581395349,0.06976744186046512,5.0,0.0,9.0,5.5,Low
2025-02-26,38,0.07894736842105263,0.10526315789473684,10.0,1.0,8.0,9.1,Low
2025-02-27,41,0.17073170731707318,0.07317073170731707,3.0,1.0,10.0,9.1,Low
2025-02-28,46,0.043478260869565216,0.08695652173913043,12.0,2.0,9.0,10.5,Low
2025-03-01,54,0.09259259259259259,0.09259259259259259,9.0,1.0,12.0,9.1,Low
2025-03-02,59,0.1694915254237288,0.05084745762711865,6.0,0.0,14.0,8.6,Low
2025-03-03,43,0.11627906976744186,0.06976744186046512,11.0,2.0,10.0,12.6,Low
2025-03-04,60,0.06666666666666667,0.08333333333333333,9.0,0.0,12.0,6.4,Low
2025-03-05,61,0.03278688524590164,0.04918032786885246,4.0,1.0,10.0,4.7,Low
2025-03-06,61,0.18032786885245902,0.13114754098360656,6.0,0.0,17.0,9.0,Low
2025-03-07,61,0.11475409836065574,0.04918032786885246,9.0,0.0,13.0,8.1,Low
2025-03-08,59,0.2033898305084746,0.1016949152542373,10.0,0.0,17.0,11.6,Low
2025-03-09,53,0.03773584905660377,0.05660377358490566,9.0,0.0,9.0,5.4,Low
2025-03-10,48,0.125,0.10416666666666667,4.0,0.0,12.0,6.2,Low
2025-03-11,45,0.1111111111111111,0.06666666666666667,10.0,0.0,10.0,8.4,Low
2025-03-12,52,0.07692307692307693,0.038461538461538464,10.0,1.0,10.0,9.0,Low
2025-03-13,53,0.07547169811320754,0.05660377358490566,16.0,0.0,10.0,9.8,Low
2025-03-14,60,0.16666666666666666,0.03333333333333333,9.0,1.0,14.0,11.7,Low
2025-03-15,60,0.2,0.016666666666666666,14.0,1.0,15.0,15.1,Low
2025-03-16,66,0.07575757575757576,0.06060606060606061,5.0,0.0,13.0,4.9,Low
2025-03-17,42,0.09523809523809523,0.047619047619047616,9.0,0.0,8.0,7.4,Low
2025-03-18,50,0.06,0.06,9.0,1.0,9.0,8.0,Low
2025-03-19,63,0.1111111111111111,0.06349206349206349,10.0,1.0,14.0,10.2,Low
2025-03-20,51,0.13725490196078433,0.0392156862745098,3.0,0.0,11.0,6.2,Low
2025-03-21,69,0.17391304347826086,0.07246376811594203,7.0,0.0,18.0,9.2,Low
2025-03-22,66,0.045454545454545456,0.015151515151515152,5.0,0.0,11.0,3.8,Low
2025-03-23,60,0.08333333333333333,0.05,9.0,0.0,12.0,7.0,Low
2025-03-24,61,0.09836065573770492,0.08196721311475409,11.0,0.0,13.0,8.4,Low
2025-03-25,54,0.07407407407407407,0.09259259259259259,15.0,0.0,11.0,9.3,Low
2025-03-26,49,0.16326530612244897,0.061224489795918366,10.0,2.0,12.0,13.8,Low
2025-03-27,47,0.19148936170212766,0.02127659574468085,11.0,0.0,11.0,11.7,Low
2025-03-28,63,0.1111111111111111,0.031746031746031744,9.0,1.0,13.0,9.7,Low
2025-03-29,55,0.07272727272727272,0.05454545454545454,5.0,0.0,11.0,4.8,Low
2025-03-30,49,0.12244897959183673,0.061224489795918366,6.0,0.0,11.0,7.0,Low
2025-03-31,53,0.18867924528301888,0.0,7.0,0.0,12.0,9.8,Low
2025-04-01,38,0.13157894736842105,0.02631578947368421,13.0,1.0,8.0,12.3,Low
2025-04-02,51,0.1568627450980392,0.058823529411764705,8.0,0.0,12.0,9.1,Low
2025-04-03,43,0.13953488372093023,0.023255813953488372,6.0,0.0,9.0,7.6,Low
2025-04-04,40,0.025,0.075,8.0,1.0,7.0,6.3,Low
2025-04-05,52,0.11538461538461539,0.019230769230769232,8.0,3.0,10.0,13.0,Low
2025-04-06,47,0.0425531914893617,0.10638297872340426,5.0,1.0,9.0,5.5,Low
2025-04-07,42,0.09523809523809523,0.047619047619047616,3.0,0.0,8.0,4.7,Low
2025-04-08,40,0.025,0.15,12.0,1.0,8.0,8.1,Low
2025-04-09,26,0.15384615384615385,0.07692307692307693,5.0,1.0,6.0,9.4,Low
2025-04-10,32,0.03125,0.09375,12.0,0.0,6.0,6.5,Low
2025-04-11,51,0.09803921568627451,0.09803921568627451,11.0,0.0,11.0,8.4,Low
2025-04-12,65,0.12307692307692308,0.06153846153846154,5.0,0.0,14.0,6.6,Low
2025-04-13,44,0.045454545454545456,0.13636363636363635,7.0,0.0,9.0,4.7,Low
2025-04-14,42,0.11904761904761904,0.11904761904761904,9.0,0.0,10.0,8.2,Low
2025-04-15,38,0.15789473684210525,0.05263157894736842,1.0,0.0,9.0,6.0,Low
2025-04-16,35,0.11428571428571428,0.02857142857142857,7.0,0.0,7.0,7.2,Low
2025-04-17,35,0.02857142857142857,0.08571428571428572,11.0,0.0,6.0,6.0,Low
2025-04-18,44,0.1590909090909091,0.09090909090909091,10.0,0.0,11.0,10.1,Low
2025-04-19,52,0.11538461538461539,0.07692307692307693,10.0,1.0,12.0,10.3,Low
2025-04-20,53,0.11320754716981132,0.03773584905660377,6.0,1.0,11.0,8.5,Low
2025-04-21,51,0.0784313725490196,0.058823529411764705,8.0,0.0,10.0,6.3,Low
2025-04-22,35,0.14285714285714285,0.05714285714285714,5.0,0.0,8.0,7.2,Low
2025-04-23,39,0.10256410256410256,0.0,10.0,0.0,7.0,8.1,Low
2025-04-24,38,0.05263157894736842,0.13157894736842105,8.0,1.0,8.0,7.2,Low
2025-04-25,44,0.11363636363636363,0.13636363636363635,6.0,0.0,11.0,6.7,Low
2025-04-26,50,0.1,0.16,4.0,0.0,12.0,5.3,Low
2025-04-27,36,0.08333333333333333,0.19444444444444445,6.0,0.0,9.0,5.6,Low
2025-04-28,33,0.06060606060606061,0.030303030303030304,11.0,5.0,6.0,16.1,Low
2025-04-29,39,0.07692307692307693,0.05128205128205128,6.0,0.0,8.0,5.4,Low
2025-04-30,30,0.06666666666666667,0.03333333333333333,13.0,0.0,5.0,8.2,Low
2025-05-01,46,0.10869565217391304,0.10869565217391304,7.0,1.0,11.0,8.8,Low
2025-05-02,64,0.09375,0.09375,5.0,0.0,14.0,5.5,Low
2025-05-03,50,0.12,0.1,4.0,0.0,12.0,6.0,Low
2025-05-04,46,0.2391304347826087,0.06521739130434782,2.0,0.0,13.0,9.3,Low
2025-05-05,36,0.1111111111111111,0.05555555555555555,6.0,1.0,8.0,8.4,Low
2025-05-06,32,0.09375,0.125,8.0,0.0,7.0,6.9,Low
2025-05-07,40,0.05,0.05,10.0,0.0,7.0,6.2,Low
2025-05-08,39,0.1794871794871795,0.07692307692307693,12.0,1.0,10.0,13.5,Low
2025-05-09,47,0.0851063829787234,0.0425531914893617,10.0,0.0,9.0,7.5,Low
2025-05-10,39,0.02564102564102564,0.07692307692307693,8.0,0.0,7.0,4.5,Low
2025-05-11,40,0.125,0.05,7.0,0.0,9.0,7.5,Low
2025-05-12,42,0.14285714285714285,0.07142857142857142,5.0,0.0,10.0,7.2,Low
2025-05-13,46,0.10869565217391304,0.10869565217391304,10.0,0.0,11.0,8.3,Low
2025-05-14,38,0.10526315789473684,0.05263157894736842,12.0,0.0,8.0,9.1,Low
2025-05-15,37,0.16216216216216217,0.05405405405405406,10.0,0.0,9.0,10.2,Low
2025-05-16,48,0.0625,0.041666666666666664,5.0,0.0,9.0,4.4,Low
2025-05-17,45,0.13333333333333333,0.06666666666666667,6.0,1.0,10.0,9.2,Low
2025-05-18,36,0.027777777777777776,0.027777777777777776,6.0,1.0,6.0,5.5,Low
2025-05-19,34,0.08823529411764706,0.029411764705882353,8.0,0.0,6.0,6.7,Low
2025-05-20,45,0.17777777777777778,0.1111111111111111,7.0,0.0,12.0,9.4,Low
2025-05-21,39,0.10256410256410256,0.02564102564102564,5.0,0.0,8.0,5.8,Low
2025-05-22,39,0.15384615384615385,0.10256410256410256,3.0,1.0,10.0,8.5,Low
2025-05-23,51,0.058823529411764705,0.09803921568627451,6.0,0.0,10.0,4.8,Low
2025-05-24,45,0.08888888888888889,0.022222222222222223,7.0,0.0,8.0,6.3,Low
2025-05-25,43,0.06976744186046512,0.0,1.0,0.0,7.0,2.9,Low
2025-05-26,41,0.24390243902439024,0.07317073170731707,4.0,0.0,12.0,10.3,Low
2025-05-27,29,0.13793103448275862,0.034482758620689655,7.0,2.0,6.0,11.6,Low
2025-05-28,34,0.058823529411764705,0.14705882352941177,9.0,2.0,8.0,9.7,Low
2025-05-29,41,0.14634146341463414,0.024390243902439025,3.0,0.0,9.0,6.5,Low
2025-05-30,48,0.16666666666666666,0.08333333333333333,2.0,0.0,12.0,6.7,Low
2025-05-31,57,0.15789473684210525,0.07017543859649122,5.0,0.0,14.0,7.8,Low
2025-06-01,45,0.15555555555555556,0.08888888888888889,9.0,0.0,11.0,9.5,Low
2025-06-02,51,0.13725490196078433,0.0392156862745098,7.0,1.0,11.0,9.8,Low
2025-06-03,55,0.03636363636363636,0.07272727272727272,9.0,1.0,10.0,7.1,Low
2025-06-04,53,0.11320754716981132,0.07547169811320754,6.0,0.0,12.0,6.7,Low
2025-06-05,45,0.08888888888888889,0.08888888888888889,4.0,0.0,10.0,4.9,Low
2025-06-06,68,0.10294117647058823,0.08823529411764706,6.0,0.0,15.0,6.3,Low
2025-06-07,52,0.19230769230769232,0.11538461538461539,11.0,2.0,15.0,15.3,Low
2025-06-08,72,0.1111111111111111,0.041666666666666664,6.0,0.0,15.0,6.6,Low
2025-06-09,56,0.14285714285714285,0.07142857142857142,10.0,2.0,13.0,13.1,Low
2025-06-10,49,0.10204081632653061,0.061224489795918366,4.0,1.0,10.0,7.2,Low
2025-06-11,40,0.125,0.05,5.0,1.0,9.0,8.4,Low
2025-06-12,67,0.208955223880597,0.05970149253731343,10.0,0.0,18.0,11.8,Low
2025-06-13,64,0.078125,0.140625,7.0,1.0,15.0,7.7,Low
2025-06-14,53,0.11320754716981132,0.07547169811320754,4.0,1.0,12.0,7.6,Low
2025-06-15,50,0.12,0.04,17.0,2.0,11.0,15.4,Low
2025-06-16,51,0.13725490196078433,0.058823529411764705,12.0,0.0,12.0,10.2,Low
2025-06-17,56,0.10714285714285714,0.07142857142857142,10.0,0.0,12.0,8.2,Low
2025-06-18,59,0.1016949152542373,0.0847457627118644,12.0,0.0,13.0,9.0,Low
2025-06-19,47,0.1276595744680851,0.10638297872340426,8.0,0.0,11.0,8.1,Low
2025-06-20,70,0.08571428571428572,0.1,10.0,1.0,15.0,9.3,Low
2025-06-21,51,0.17647058823529413,0.0392156862745098,6.0,1.0,12.0,10.7,Low
2025-06-22,57,0.05263157894736842,0.017543859649122806,2.0,0.0,9.0,2.7,Low
2025-06-23,56,0.17857142857142858,0.0,13.0,1.0,13.0,13.9,Low
2025-06-24,53,0.07547169811320754,0.05660377358490566,6.0,0.0,10.0,5.3,Low
2025-06-25,44,0.11363636363636363,0.022727272727272728,6.0,0.0,9.0,6.7,Low
2025-06-26,49,0.10204081632653061,0.08163265306122448,10.0,2.0,11.0,11.7,Low
2025-06-27,58,0.20689655172413793,0.08620689655172414,10.0,0.0,16.0,11.7,Low
2025-06-28,60,0.15,0.03333333333333333,5.0,0.0,14.0,7.5,Low
2025-06-29,61,0.13114754098360656,0.13114754098360656,11.0,0.0,16.0,9.5,Low
2025-06-30,61,0.04918032786885246,0.01639344262295082,9.0,1.0,10.0,7.6,Low
