member_id,event_type,days_ago
M0052,appointment,58
M0052,appointment,88
M0053,app_session,67
M0053,app_session,65
M0053,app_session,24
M0053,app_session,44
M0053,benefit_view,82
M0053,benefit_view,18
M0053,support_ticket,25
M0054,app_session,87
M0054,app_session,72
M0054,app_session,82
M0054,app_session,81
M0054,app_session,79
M0054,app_session,41
M0054,app_session,80
M0054,app_session,40
M0054,benefit_view,8
M0054,appointment,80
M0054,support_ticket,75
M0054,support_ticket,7
M0054,support_ticket,45
M0055,app_session,74
M0055,app_session,70
M0055,app_session,5
M0055,app_session,57
M0055,app_session,73
M0055,app_session,83
M0055,app_session,24
M0055,app_session,41
M0055,app_session,77
M0055,app_session,60
M0055,app_session,64
M0055,app_session,19
M0055,app_session,7
M0055,app_session,57
M0055,app_session,13
M0055,app_session,43
M0055,app_session,10
M0055,benefit_view,22
M0055,benefit_view,5
M0055,benefit_view,31
M0055,benefit_view,90
M0055,appointment,67
M0055,support_ticket,20
M0056,app_session,12
M0056,app_session,71
M0056,app_session,86
M0056,app_session,49
M0056,app_session,36
M0056,app_session,32
M0056,app_session,84
M0056,app_session,77
M0056,app_session,19
M0056,app_session,42
M0056,app_session,10
M0056,app_session,74
M0056,benefit_view,44
M0056,benefit_view,39
M0056,benefit_view,83
M0056,benefit_view,89
M0056,benefit_view,84
M0057,app_session,54
M0057,app_session,65
M0057,app_session,46
M0057,app_session,2
M0057,app_session,46
M0057,app_session,39
M0057,app_session,23
M0057,benefit_view,62
M0057,support_ticket,9
M0057,support_ticket,37
M0058,app_session,56
M0058,app_session,5
M0058,app_session,52
M0058,app_session,46
M0058,app_session,86
M0058,app_session,30
M0058,app_session,56
M0058,app_session,78
M0058,app_session,36
M0058,app_session,57
M0058,app_session,29
M0058,benefit_view,39
M0058,benefit_view,60
M0058,benefit_view,24
M0058,benefit_view,47
M0058,appointment,56
M0058,appointment,59
M0059,app_session,15
M0059,app_session,36
M0059,app_session,10
M0059,app_session,20
M0059,app_session,34
M0059,app_session,57
M0059,app_session,65
M0059,app_session,18
M0059,app_session,55
M0059,appointment,3
M0060,app_session,17
M0060,app_session,4
M0060,app_session,36
M0060,app_session,60
M0060,app_session,89
M0060,app_session,17
M0060,benefit_view,57
M0060,benefit_view,78
M0060,benefit_view,0
M0060,benefit_view,10
M0060,benefit_view,2
M0061,app_session,68
M0061,app_session,2
M0061,app_session,80
M0061,app_session,65
M0061,app_session,73
M0061,app_session,30
M0061,app_session,18
M0061,app_session,37
M0061,benefit_view,78
M0061,benefit_view,45
M0061,benefit_view,30
M0061,appointment,23
M0061,support_ticket,10
M0062,app_session,49
M0062,app_session,47
M0062,app_session,32
M0062,app_session,2
M0062,app_session,45
M0062,app_session,8
M0062,app_session,44
M0062,app_session,30
M0062,app_session,84
M0062,app_session,80
M0062,appointment,17
M0062,support_ticket,69
M0063,app_session,5
M0063,app_session,25
M0063,app_session,5
M0063,app_session,40
M0063,app_session,39
M0063,app_session,65
M0063,app_session,50
M0063,app_session,69
M0063,app_session,60
M0063,app_session,32
M0063,app_session,4
M0063,app_session,82
M0063,app_session,24
M0063,app_session,36
M0063,benefit_view,83
M0063,benefit_view,42
M0063,support_ticket,51
M0063,support_ticket,56
M0064,app_session,55
M0064,app_session,77
M0064,app_session,23
M0064,app_session,69
M0064,app_session,37
M0064,app_session,41
M0064,app_session,13
M0064,app_session,10
M0064,benefit_view,37
M0064,benefit_view,39
M0064,appointment,54
M0064,appointment,21
M0065,benefit_view,86
M0065,benefit_view,20
M0065,benefit_view,3
M0065,benefit_view,18
M0065,appointment,56
M0065,appointment,4
M0065,support_ticket,30
M0066,app_session,17
M0066,app_session,67
M0066,app_session,46
M0066,app_session,50
M0066,app_session,40
M0066,app_session,83
M0066,app_session,35
M0066,app_session,31
M0066,app_session,14
M0066,app_session,3
M0066,app_session,23
M0066,app_session,63
M0066,app_session,66
M0066,app_session,49
M0066,app_session,71
M0066,app_session,15
M0066,app_session,33
M0066,app_session,33
M0066,app_session,90
M0066,app_session,57
M0066,app_session,27
M0066,app_session,78
M0066,app_session,36
M0066,benefit_view,25
M0066,benefit_view,15
M0066,benefit_view,17
M0066,benefit_view,9
M0066,benefit_view,57
M0066,appointment,56
M0066,appointment,11
M0066,support_ticket,85
M0067,app_session,17
M0067,app_session,30
M0067,app_session,63
M0067,app_session,3
M0067,app_session,46
M0067,app_session,70
M0067,app_session,73
M0067,app_session,47
M0067,benefit_view,16
M0067,benefit_view,78
M0067,benefit_view,11
M0067,appointment,50
M0067,support_ticket,61
M0067,support_ticket,67
M0067,support_ticket,52
M0068,app_session,75
M0068,app_session,23
M0068,app_session,16
M0068,app_session,55
M0068,app_session,64
M0068,app_session,7
M0068,app_session,15
M0068,app_session,66
M0068,app_session,19
M0068,app_session,38
M0068,app_session,21
M0068,benefit_view,90
M0068,appointment,66
M0069,app_session,79
M0069,app_session,77
M0069,app_session,43
M0069,app_session,72
M0069,app_session,5
M0069,app_session,3
M0069,app_session,10
M0069,app_session,5
M0069,app_session,82
M0069,app_session,73
M0069,app_session,33
M0069,benefit_view,73
M0069,benefit_view,53
M0069,benefit_view,79
M0069,benefit_view,81
M0069,benefit_view,3
M0069,appointment,69
M0069,appointment,37
M0070,app_session,43
M0070,app_session,77
M0070,app_session,18
M0070,app_session,40
M0070,app_session,40
M0070,app_session,44
M0070,app_session,51
M0070,app_session,16
M0070,app_session,47
M0070,app_session,65
M0070,app_session,71
M0070,app_session,13
M0070,benefit_view,59
M0070,benefit_view,15
M0070,appointment,31
M0071,benefit_view,63
M0071,benefit_view,39
M0071,benefit_view,63
M0071,benefit_view,2
M0071,appointment,64
M0072,app_session,17
M0072,app_session,33
M0072,app_session,46
M0072,app_session,51
M0072,app_session,46
M0072,app_session,5
M0072,app_session,51
M0072,app_session,6
M0072,app_session,72
M0072,app_session,71
M0072,app_session,24
M0072,app_session,46
M0072,app_session,70
M0072,app_session,36
M0072,app_session,9
M0072,benefit_view,57
M0072,benefit_view,70
M0072,benefit_view,35
M0072,appointment,78
M0072,appointment,15
M0072,support_ticket,50
M0072,support_ticket,47
M0073,app_session,65
M0073,app_session,17
M0073,app_session,41
M0073,benefit_view,20
M0073,benefit_view,50
M0073,benefit_view,78
M0073,benefit_view,38
M0073,appointment,64
M0074,app_session,80
M0074,app_session,3
M0074,app_session,76
M0074,app_session,60
M0074,app_session,33
M0074,app_session,83
M0074,app_session,74
M0074,app_session,73
M0074,benefit_view,6
M0074,appointment,21
M0074,support_ticket,79
M0075,app_session,78
M0075,app_session,60
M0075,benefit_view,7
M0075,benefit_view,90
M0075,benefit_view,17
M0075,benefit_view,66
M0075,benefit_view,26
M0075,appointment,84
M0076,app_session,33
M0076,app_session,78
M0076,app_session,61
M0076,app_session,24
M0076,app_session,31
M0076,benefit_view,38
M0076,benefit_view,28
M0076,appointment,90
M0077,app_session,18
M0077,app_session,37
M0077,app_session,5
M0077,app_session,36
M0077,app_session,10
M0077,app_session,44
M0077,app_session,56
M0077,app_session,83
M0077,app_session,32
M0077,app_session,61
M0077,app_session,27
M0077,app_session,25
M0077,app_session,68
M0077,app_session,34
M0077,app_session,71
M0077,app_session,89
M0077,app_session,34
M0077,benefit_view,78
M0077,appointment,30
M0077,appointment,31
M0078,app_session,52
M0078,app_session,83
M0078,app_session,60
M0078,app_session,61
M0078,app_session,83
M0078,benefit_view,41
M0078,appointment,7
M0078,appointment,11
M0079,app_session,4
M0079,app_session,1
M0079,app_session,38
M0079,app_session,72
M0079,app_session,77
M0079,app_session,13
M0079,app_session,42
M0079,app_session,36
M0079,app_session,58
M0079,app_session,82
M0079,app_session,69
M0079,benefit_view,17
M0079,benefit_view,64
M0079,benefit_view,59
M0079,benefit_view,34
M0080,app_session,81
M0080,app_session,51
M0080,app_session,54
M0080,app_session,65
M0080,app_session,41
M0080,app_session,11
M0080,benefit_view,12
M0080,benefit_view,23
M0080,benefit_view,17
M0080,appointment,31
M0080,support_ticket,49
M0081,app_session,20
M0081,app_session,51
M0081,app_session,87
M0081,app_session,64
M0081,app_session,90
M0081,app_session,39
M0081,benefit_view,81
M0081,benefit_view,37
M0081,benefit_view,47
M0081,benefit_view,78
M0081,benefit_view,28
M0082,app_session,10
M0082,app_session,67
M0082,app_session,57
M0082,app_session,67
M0082,app_session,90
M0082,app_session,46
M0082,app_session,9
M0082,app_session,72
M0082,app_session,14
M0082,app_session,7
M0082,app_session,70
M0082,app_session,64
M0082,app_session,25
M0082,app_session,73
M0082,app_session,68
M0082,app_session,19
M0082,benefit_view,66
M0082,support_ticket,74
M0083,app_session,50
M0083,app_session,32
M0083,app_session,0
M0083,app_session,27
M0083,app_session,74
M0083,app_session,9
M0083,app_session,5
M0083,app_session,54
M0083,app_session,44
M0083,app_session,89
M0083,app_session,8
M0083,benefit_view,8
M0083,benefit_view,60
M0083,benefit_view,4
M0083,benefit_view,36
M0084,app_session,17
M0084,app_session,83
M0084,app_session,44
M0084,app_session,15
M0084,app_session,22
M0084,app_session,68
M0084,app_session,50
M0084,app_session,67
M0084,app_session,16
M0084,benefit_view,0
M0084,benefit_view,2
M0084,benefit_view,38
M0084,benefit_view,59
M0084,benefit_view,86
M0084,appointment,54
M0084,appointment,68
M0084,support_ticket,31
M0084,support_ticket,58
M0085,app_session,8
M0085,app_session,12
M0085,app_session,76
M0085,app_session,4
M0085,app_session,57
M0085,app_session,76
M0085,app_session,86
M0085,app_session,90
M0085,support_ticket,29
M0086,app_session,76
M0086,app_session,86
M0086,app_session,41
M0086,app_session,30
M0086,app_session,38
M0086,app_session,18
M0086,benefit_view,28
M0086,benefit_view,52
M0086,benefit_view,38
M0086,benefit_view,35
M0086,benefit_view,7
M0086,appointment,22
M0086,appointment,80
M0087,app_session,30
M0087,app_session,28
M0087,app_session,38
M0087,app_session,90
M0087,app_session,18
M0087,benefit_view,71
M0087,benefit_view,52
M0087,benefit_view,53
M0087,appointment,17
M0087,appointment,49
M0088,app_session,77
M0088,app_session,77
M0088,app_session,5
M0088,app_session,9
M0088,app_session,24
M0088,benefit_view,85
M0088,benefit_view,71
M0088,benefit_view,27
M0088,benefit_view,61
M0088,appointment,38
M0089,app_session,68
M0089,app_session,83
M0089,app_session,45
M0089,app_session,39
M0089,app_session,33
M0089,app_session,46
M0089,app_session,65
M0089,app_session,63
M0089,app_session,59
M0089,app_session,12
M0089,app_session,60
M0089,app_session,40
M0089,app_session,26
M0089,app_session,47
M0089,app_session,40
M0089,benefit_view,72
M0089,benefit_view,28
M0089,benefit_view,18
M0089,appointment,70
M0090,app_session,32
M0090,app_session,62
M0090,app_session,82
M0090,app_session,62
M0090,app_session,58
M0090,benefit_view,45
M0091,app_session,17
M0091,app_session,80
M0091,app_session,29
M0091,app_session,8
M0091,app_session,90
M0091,app_session,19
M0091,app_session,1
M0091,benefit_view,58
M0091,support_ticket,85
M0091,support_ticket,78
M0092,app_session,89
M0092,app_session,86
M0092,app_session,55
M0092,app_session,22
M0092,app_session,13
M0092,app_session,12
M0092,app_session,67
M0092,benefit_view,24
M0092,appointment,32
M0092,appointment,45
M0093,app_session,51
M0093,app_session,48
M0093,app_session,48
M0093,app_session,70
M0093,app_session,60
M0093,app_session,7
M0093,app_session,81
M0093,app_session,1
M0093,app_session,89
M0093,benefit_view,63
M0093,appointment,42
M0093,appointment,72
M0093,support_ticket,5
M0094,app_session,84
M0094,app_session,4
M0094,app_session,22
M0094,app_session,40
M0094,app_session,2
M0094,app_session,26
M0094,app_session,75
M0094,app_session,18
M0094,app_session,50
M0094,app_session,9
M0094,app_session,38
M0094,app_session,20
M0094,app_session,72
M0094,app_session,30
M0094,app_session,72
M0094,app_session,49
M0094,benefit_view,42
M0094,benefit_view,49
M0094,benefit_view,17
M0094,benefit_view,88
M0094,benefit_view,10
M0094,appointment,44
M0094,appointment,6
M0095,app_session,70
M0095,app_session,48
M0095,app_session,55
M0095,app_session,23
M0095,app_session,87
M0095,app_session,74
M0095,app_session,84
M0095,app_session,48
M0095,app_session,10
M0095,app_session,79
M0095,app_session,37
M0095,app_session,31
M0095,app_session,9
M0095,appointment,81
M0096,app_session,71
M0096,app_session,71
M0096,app_session,65
M0096,app_session,52
M0096,app_session,13
M0096,app_session,3
M0096,app_session,11
M0096,benefit_view,11
M0096,benefit_view,76
M0096,appointment,49
M0097,benefit_view,8
M0097,benefit_view,21
M0097,benefit_view,55
M0097,appointment,38
M0097,support_ticket,46
M0098,app_session,48
M0098,app_session,42
M0098,app_session,56
M0098,benefit_view,83
M0098,benefit_view,76
M0098,appointment,41
M0099,app_session,46
M0099,app_session,14
M0099,app_session,72
M0099,app_session,25
M0099,app_session,75
M0099,app_session,69
M0099,app_session,23
M0099,app_session,87
M0099,app_session,70
M0099,app_session,3
M0099,app_session,59
M0099,app_session,90
M0099,app_session,26
M0099,benefit_view,88
M0099,benefit_view,8
M0099,benefit_view,52
M0099,appointment,17
M0099,support_ticket,30
M0100,app_session,69
M0100,app_session,4
M0100,app_session,46
M0100,app_session,89
M0100,app_session,68
M0100,app_session,76
M0100,app_session,81
M0100,app_session,10
M0100,appointment,45
M0100,appointment,21
M0101,app_session,57
M0101,app_session,47
M0101,app_session,50
M0101,app_session,59
M0101,app_session,86
M0101,app_session,75
M0101,app_session,88
M0101,app_session,64
M0101,app_session,19
M0101,benefit_view,61
M0101,benefit_view,13
M0101,appointment,10
M0102,app_session,8
M0102,app_session,38
M0102,app_session,5
M0102,app_session,90
M0102,app_session,14
M0102,app_session,2
M0102,benefit_view,13
M0102,benefit_view,86
M0102,appointment,31
M0102,appointment,66
M0103,app_session,75
M0103,app_session,54
M0103,app_session,49
M0103,app_session,0
M0103,app_session,90
M0103,app_session,27
M0103,app_session,26
M0103,app_session,35
M0103,app_session,90
M0103,appointment,23
M0103,appointment,46
M0104,app_session,45
M0104,app_session,58
M0104,app_session,79
M0104,app_session,22
M0104,app_session,86
M0104,app_session,90
M0104,app_session,38
M0104,app_session,78
M0104,app_session,75
M0104,app_session,10
M0104,app_session,86
M0104,app_session,17
M0104,app_session,40
M0104,app_session,15
M0104,benefit_view,14
M0104,appointment,88
M0104,support_ticket,49
M0104,support_ticket,53
M0104,support_ticket,76
M0105,benefit_view,45
M0105,benefit_view,1
M0105,benefit_view,62
M0105,benefit_view,17
M0105,appointment,71
M0105,support_ticket,63
M0105,support_ticket,52
M0105,support_ticket,87
M0105,support_ticket,62
M0106,app_session,58
M0106,app_session,72
M0106,app_session,63
